date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_percent,gross_total,discount_amount,net_revenue,days_since_purchase,municipality_name,municipal_status,municipal_structure
2026-07-12,C1109,Smartphone,631.51,4.0,FREESHIP,Mississauga,0,2526.04,0.0,2526.04,50,Mississauga,City,Lower-tier
2025-12-21,C1040,Headphones,86.48,2.0,NONE,Ottawa,0,172.96,0.0,172.96,253,Ottawa,City,Single-tier
2026-03-06,C1005,Headphones,73.45,1.0,SAVE10,Hamilton,10,73.45,7.345000000000001,66.105,178,Hamilton,City,Single-tier
2025-02-04,C1115,Headphones,77.1,1.0,SAVE10,Toronto,10,77.1,7.71,69.39,573,Toronto,City,Single-tier
2026-03-26,C1060,Headphones,87.19,1.0,NONE,Hamilton,0,87.19,0.0,87.19,158,Hamilton,City,Single-tier
2025-10-24,C1060,Laptop,981.1,2.0,WELCOME10,London,10,1962.2,196.22000000000003,1765.98,311,London,City,Single-tier
2025-11-25,C1061,Water Bottle,25.36,5.0,FREESHIP,Ottawa,0,126.8,0.0,126.8,279,Ottawa,City,Single-tier
2026-02-28,C1077,Keyboard,61.57,5.0,SAVE20,Ottawa,20,307.85,61.57000000000001,246.28000000000003,184,Ottawa,City,Single-tier
2025-06-29,C1110,Laptop,890.71,5.0,WELCOME10,Brampton,10,4453.55,445.355,4008.195,428,Brampton,City,Lower-tier
2026-01-26,C1135,Laptop,862.77,3.0,FREESHIP,London,0,2588.31,0.0,2588.31,217,London,City,Single-tier
2025-06-02,C1077,Hoodie,53.11,4.0,NONE,Mississauga,0,212.44,0.0,212.44,455,Mississauga,City,Lower-tier
2025-09-04,C1058,Keyboard,62.06,5.0,NONE,Ottawa,0,310.3,0.0,310.3,361,Ottawa,City,Single-tier
2025-03-01,C1144,Hoodie,57.77,2.0,NONE,Mississauga,0,115.54,0.0,115.54,548,Mississauga,City,Lower-tier
2025-05-18,C1100,Backpack,52.91,5.0,WELCOME10,Hamilton,10,264.54999999999995,26.455,238.09499999999997,470,Hamilton,City,Single-tier
2025-03-22,C1116,Smartphone,740.54,2.0,SAVE15,London,15,1481.08,222.16199999999998,1258.918,527,London,City,Single-tier
2025-07-15,C1014,Wireless Mouse,27.54,5.0,FREESHIP,Ottawa,0,137.7,0.0,137.7,412,Ottawa,City,Single-tier
2025-02-10,C1019,Backpack,49.93,5.0,WELCOME10,Hamilton,10,249.65,24.965000000000003,224.685,567,Hamilton,City,Single-tier
2026-05-06,C1054,Water Bottle,22.78,5.0,SAVE20,London,20,113.9,22.78,91.12,117,London,City,Single-tier
2025-07-14,C1031,Smartphone,706.92,1.0,SAVE20,Brampton,20,706.92,141.384,565.536,413,Brampton,City,Lower-tier
2025-07-29,C1102,Headphones,79.05,5.0,FREESHIP,Hamilton,0,395.25,0.0,395.25,398,Hamilton,City,Single-tier
2026-01-25,C1120,Coffee Maker,96.97,3.0,SAVE15,London,15,290.90999999999997,43.63649999999999,247.27349999999998,218,London,City,Single-tier
2026-06-10,C1128,Smartphone,679.12,3.0,SAVE15,Brampton,15,2037.3600000000001,305.604,1731.756,82,Brampton,City,Lower-tier
2025-07-28,C1095,Wireless Mouse,27.69,4.0,SAVE15,London,15,110.76,16.614,94.146,399,London,City,Single-tier
2025-08-15,C1038,Backpack,46.42,1.0,WELCOME10,Toronto,10,46.42,4.642,41.778,381,Toronto,City,Single-tier
2026-08-17,C1107,Smartphone,736.6,5.0,WELCOME10,Ottawa,10,3683.0,368.3,3314.7,14,Ottawa,City,Single-tier
2025-08-24,C1098,Keyboard,61.41,2.0,SAVE15,Hamilton,15,122.82,18.423,104.39699999999999,372,Hamilton,City,Single-tier
2025-12-12,C1066,Desk Lamp,36.8,5.0,FREESHIP,Brampton,0,184.0,0.0,184.0,262,Brampton,City,Lower-tier
2025-06-22,C1091,Hoodie,50.42,4.0,NONE,Kitchener,0,201.68,0.0,201.68,435,Kitchener,City,Lower-tier
2025-07-08,C1139,Keyboard,62.4,5.0,NONE,Toronto,0,312.0,0.0,312.0,419,Toronto,City,Single-tier
2025-02-19,C1002,Coffee Maker,82.3,1.0,SAVE10,Mississauga,10,82.3,8.23,74.07,558,Mississauga,City,Lower-tier
2025-06-04,C1003,Keyboard,63.85,2.0,SAVE10,Hamilton,10,127.7,12.770000000000001,114.93,453,Hamilton,City,Single-tier
2025-03-03,C1124,Coffee Maker,93.7,4.0,SAVE15,Brampton,15,374.8,56.22,318.58000000000004,546,Brampton,City,Lower-tier
2026-07-19,C1106,Laptop,824.63,1.0,WELCOME10,Toronto,10,824.63,82.46300000000001,742.167,43,Toronto,City,Single-tier
2025-10-09,C1138,Laptop,825.26,5.0,FREESHIP,Ottawa,0,4126.3,0.0,4126.3,326,Ottawa,City,Single-tier
2026-03-17,C1046,Laptop,987.58,5.0,FREESHIP,Waterloo,0,4937.900000000001,0.0,4937.900000000001,167,Waterloo,City,Lower-tier
2025-09-04,C1050,Wireless Mouse,29.24,5.0,SAVE20,Ottawa,20,146.2,29.24,116.96,361,Ottawa,City,Single-tier
2025-03-22,C1096,USB Cable,14.6,3.0,NONE,Mississauga,0,43.8,0.0,43.8,527,Mississauga,City,Lower-tier
2025-08-20,C1077,Desk Lamp,42.49,5.0,SAVE20,Waterloo,20,212.45000000000002,42.49000000000001,169.96,376,Waterloo,City,Lower-tier
2026-02-20,C1098,Running Shoes,130.72,1.0,SAVE10,Mississauga,10,130.72,13.072000000000001,117.648,192,Mississauga,City,Lower-tier
2025-01-10,C1044,Coffee Maker,98.74,4.0,SAVE10,Waterloo,10,394.96,39.496,355.464,598,Waterloo,City,Lower-tier
2025-12-06,C1145,Desk Lamp,42.02,4.0,FREESHIP,Waterloo,0,168.08,0.0,168.08,268,Waterloo,City,Lower-tier
2025-08-05,C1146,Coffee Maker,87.76,1.0,SAVE20,Brampton,20,87.76,17.552000000000003,70.208,391,Brampton,City,Lower-tier
2025-10-15,C1140,Smartphone,641.68,1.0,SAVE10,Toronto,10,641.68,64.16799999999999,577.512,320,Toronto,City,Single-tier
2025-08-01,C1037,Keyboard,63.32,3.0,SAVE10,Mississauga,10,189.96,18.996000000000002,170.964,395,Mississauga,City,Lower-tier
2026-08-01,C1062,Wireless Mouse,30.34,3.0,SAVE20,Mississauga,20,91.02,18.204,72.816,30,Mississauga,City,Lower-tier
2026-01-29,C1036,Running Shoes,118.17,5.0,SAVE15,Waterloo,15,590.85,88.6275,502.2225,214,Waterloo,City,Lower-tier
2025-04-11,C1112,Coffee Maker,97.3,3.0,SAVE10,Hamilton,10,291.9,29.189999999999998,262.71,507,Hamilton,City,Single-tier
2026-02-11,C1084,Wireless Mouse,27.66,3.0,WELCOME10,Toronto,10,82.98,8.298,74.682,201,Toronto,City,Single-tier
2026-05-18,C1059,Running Shoes,119.81,3.0,NONE,London,0,359.43,0.0,359.43,105,London,City,Single-tier
2025-07-10,C1150,Coffee Maker,81.2,4.0,NONE,Mississauga,0,324.8,0.0,324.8,417,Mississauga,City,Lower-tier
2025-09-10,C1019,Wireless Mouse,29.8,5.0,SAVE15,Waterloo,15,149.0,22.349999999999998,126.65,355,Waterloo,City,Lower-tier
2025-06-07,C1100,Smartphone,637.87,2.0,NONE,London,0,1275.74,0.0,1275.74,450,London,City,Single-tier
2025-01-06,C1079,USB Cable,13.85,1.0,SAVE10,Brampton,10,13.85,1.385,12.465,602,Brampton,City,Lower-tier
2025-05-16,C1023,USB Cable,13.84,3.0,SAVE10,Kitchener,10,41.519999999999996,4.152,37.367999999999995,472,Kitchener,City,Lower-tier
2026-07-23,C1132,Backpack,51.48,4.0,WELCOME10,Mississauga,10,205.92,20.592,185.32799999999997,39,Mississauga,City,Lower-tier
2025-12-29,C1142,Wireless Mouse,31.47,1.0,SAVE10,Waterloo,10,31.47,3.1470000000000002,28.323,245,Waterloo,City,Lower-tier
2026-01-30,C1004,Water Bottle,25.41,5.0,SAVE15,Ottawa,15,127.05,19.057499999999997,107.9925,213,Ottawa,City,Single-tier
2026-07-27,C1063,Backpack,54.61,4.0,SAVE10,Kitchener,10,218.44,21.844,196.596,35,Kitchener,City,Lower-tier
2025-05-23,C1069,Running Shoes,116.99,4.0,SAVE20,Ottawa,20,467.96,93.592,374.368,465,Ottawa,City,Single-tier
2025-03-06,C1043,Smartphone,669.99,4.0,SAVE20,Mississauga,20,2679.96,535.9920000000001,2143.968,543,Mississauga,City,Lower-tier
2026-05-11,C1020,Smartphone,751.59,4.0,SAVE15,London,15,3006.36,450.954,2555.406,112,London,City,Single-tier
2026-05-23,C1051,Smartphone,661.29,2.0,FREESHIP,Brampton,0,1322.58,0.0,1322.58,100,Brampton,City,Lower-tier
2025-01-07,C1102,Wireless Mouse,32.77,2.0,SAVE15,London,15,65.54,9.831000000000001,55.709,601,London,City,Single-tier
2026-03-27,C1086,Water Bottle,22.55,4.0,SAVE15,Mississauga,15,90.2,13.53,76.67,157,Mississauga,City,Lower-tier
2025-11-04,C1083,Running Shoes,131.27,5.0,SAVE20,Hamilton,20,656.35,131.27,525.08,300,Hamilton,City,Single-tier
2026-02-12,C1082,Desk Lamp,36.34,3.0,SAVE20,Ottawa,20,109.02000000000001,21.804000000000002,87.21600000000001,200,Ottawa,City,Single-tier
2025-09-06,C1084,Hoodie,59.29,4.0,WELCOME10,Mississauga,10,237.16,23.716,213.444,359,Mississauga,City,Lower-tier
2025-04-27,C1145,Smartphone,703.87,4.0,SAVE15,Hamilton,15,2815.48,422.322,2393.158,491,Hamilton,City,Single-tier
2026-07-18,C1007,Water Bottle,27.45,5.0,SAVE20,Brampton,20,137.25,27.450000000000003,109.8,44,Brampton,City,Lower-tier
2025-10-26,C1018,Hoodie,50.3,2.0,NONE,Mississauga,0,100.6,0.0,100.6,309,Mississauga,City,Lower-tier
2025-11-07,C1062,Running Shoes,121.28,4.0,SAVE20,Ottawa,20,485.12,97.024,388.096,297,Ottawa,City,Single-tier
2026-03-10,C1097,Running Shoes,131.25,2.0,FREESHIP,Waterloo,0,262.5,0.0,262.5,174,Waterloo,City,Lower-tier
2026-08-20,C1103,Desk Lamp,40.17,5.0,NONE,Mississauga,0,200.85000000000002,0.0,200.85000000000002,11,Mississauga,City,Lower-tier
2026-07-04,C1022,Coffee Maker,92.32,1.0,SAVE15,Waterloo,15,92.32,13.847999999999999,78.472,58,Waterloo,City,Lower-tier
2025-02-15,C1145,Headphones,83.12,3.0,SAVE20,Mississauga,20,249.36,49.87200000000001,199.488,562,Mississauga,City,Lower-tier
2025-01-11,C1026,USB Cable,14.85,4.0,SAVE10,Ottawa,10,59.4,5.94,53.46,597,Ottawa,City,Single-tier
2026-06-16,C1143,Headphones,82.03,5.0,FREESHIP,Hamilton,0,410.15,0.0,410.15,76,Hamilton,City,Single-tier
2026-04-20,C1129,Desk Lamp,40.66,3.0,NONE,Kitchener,0,121.97999999999999,0.0,121.97999999999999,133,Kitchener,City,Lower-tier
2025-04-18,C1076,USB Cable,16.19,1.0,NONE,Mississauga,0,16.19,0.0,16.19,500,Mississauga,City,Lower-tier
2025-05-26,C1090,Wireless Mouse,27.26,1.0,FREESHIP,Ottawa,0,27.26,0.0,27.26,462,Ottawa,City,Single-tier
2026-06-18,C1124,USB Cable,14.33,4.0,SAVE20,London,20,57.32,11.464,45.856,74,London,City,Single-tier
2026-04-09,C1082,Desk Lamp,43.59,1.0,NONE,Waterloo,0,43.59,0.0,43.59,144,Waterloo,City,Lower-tier
2025-04-28,C1006,Smartphone,754.63,1.0,FREESHIP,London,0,754.63,0.0,754.63,490,London,City,Single-tier
2025-06-18,C1063,Running Shoes,118.93,1.0,FREESHIP,Kitchener,0,118.93,0.0,118.93,439,Kitchener,City,Lower-tier
2026-07-28,C1110,Coffee Maker,92.15,2.0,SAVE15,Brampton,15,184.3,27.645,156.655,34,Brampton,City,Lower-tier
2025-07-08,C1048,Headphones,76.43,4.0,FREESHIP,Mississauga,0,305.72,0.0,305.72,419,Mississauga,City,Lower-tier
2025-07-22,C1116,Backpack,46.87,1.0,FREESHIP,Mississauga,0,46.87,0.0,46.87,405,Mississauga,City,Lower-tier
2025-08-08,C1053,Backpack,49.63,1.0,FREESHIP,Ottawa,0,49.63,0.0,49.63,388,Ottawa,City,Single-tier
2025-04-15,C1138,Hoodie,53.38,1.0,WELCOME10,Kitchener,10,53.38,5.338000000000001,48.042,503,Kitchener,City,Lower-tier
2026-04-14,C1030,USB Cable,15.24,3.0,SAVE20,Ottawa,20,45.72,9.144,36.576,139,Ottawa,City,Single-tier
2025-11-17,C1100,Running Shoes,109.86,4.0,WELCOME10,Mississauga,10,439.44,43.944,395.496,287,Mississauga,City,Lower-tier
2025-12-27,C1118,Water Bottle,27.36,1.0,SAVE15,Kitchener,15,27.36,4.104,23.256,247,Kitchener,City,Lower-tier
2026-08-28,C1022,Running Shoes,131.66,3.0,WELCOME10,Kitchener,10,394.98,39.498000000000005,355.482,3,Kitchener,City,Lower-tier
